FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        257.844     -82.25      115.925     82.25       115.925     -86.0       -79.5       59.986      157.975     79.5        86.0        157.975     59.986      -88.25      -81.75      -76.25      43.027      124.442     184.611     76.25       81.75       88.25       184.611     124.442     43.027      2.102       eq25
15X15       20.0        190.678     -86.75      82.112      86.75       82.112      -90.5       -83.0       44.966      120.73      83.0        90.5        120.73      44.966      -92.75      -87.25      -80.25      34.24       76.295      135.184     80.25       87.25       92.75       135.184     76.295      34.24       1.859       eq25
15X15       25.0        141.561     -90.75      62.313      90.75       62.313      -94.5       -87.0       35.849      89.154      87.0        94.5        89.154      35.849      -95.75      -89.25      -83.75      30.642      74.337      100.654     83.75       89.25       95.75       100.654     74.337      30.642      1.562       eq25
15X15       28.5        116.062     -93.75      49.504      93.75       49.504      -97.5       -90.0       29.068      71.522      90.0        97.5        71.522      29.068      -98.75      -94.25      -87.75      25.192      46.255      79.252      87.75       94.25       127.75      79.252      46.255      11.629      1.343       eq25
20X20       2.0         /
20X20       5.5         458.002     -99.75      182.041     99.75       182.041     -103.5      -97.0       78.264      261.486     97.0        103.5       261.486     78.264      -105.75     -99.25      -94.75      50.085      198.071     298.309     94.75       99.25       105.75      298.309     198.071     50.085      2.091       eq25
20X20       10.0        357.113     -104.75     142.032     104.75      142.032     -108.5      -101.5      69.851      206.028     101.5       108.5       206.028     69.851      -110.25     -104.25     -99.25      52.51       153.236     229.9       99.25       104.25      110.25      229.9       153.236     52.51       2.381       eq25
20X20       15.0        267.543     -110.25     108.333     110.25      108.333     -114.0      -107.0      58.628      152.095     107.0       114.0       152.095     58.628      -116.25     -110.25     -104.75     43.728      108.333     168.681     104.75      110.25      116.25      168.681     108.333     43.728      2.331       eq25
20X20       20.0        200.16      -115.75     81.753      115.75      81.753      -119.5      -112.5      47.166      111.906     112.5       119.5       111.906     47.166      -121.75     -115.25     -109.75     36.375      86.996      125.669     109.75      115.25      121.75      125.669     86.996      36.375      2.077       eq25
20X20       25.0        149.377     -121.25     61.441      121.25      61.441      -125.5      -118.0      34.967      82.696      118.0       125.5       82.696      34.967      -126.75     -121.25     -116.75     30.654      61.441      88.079      116.75      121.25      126.75      88.079      61.441      30.654      1.744       eq25
20X20       28.5        122.668     -124.75     51.491      124.75      51.491      -128.5      -122.0      31.845      66.039      122.0       128.5       66.039      31.845      -130.75     -124.25     20.75       25.286      54.398      120.516     -20.75      124.25      130.75      120.516     54.398      25.286      1.504       eq25
24X24       2.0         /
24X24       5.5         460.484     -120.75     165.167     120.75      165.167     -124.0      -117.5      81.849      248.584     117.5       124.0       248.584     81.849      -126.25     -119.75     -115.25     52.631      194.041     278.82      115.25      119.75      126.25      278.82      194.041     52.631      2.254       eq25
24X24       10.0        360.22      -126.75     130.553     126.75      130.553     -130.5      -123.5      66.252      189.393     123.5       130.5       189.393     66.252      -132.75     -125.75     -120.75     48.33       150.677     214.852     120.75      125.75      132.75      214.852     150.677     48.33       2.488       eq25
24X24       15.0        270.969     -133.25     101.98      133.25      101.98      -137.0      -129.5      56.863      145.776     129.5       137.0       145.776     56.863      -139.25     -133.25     -128.25     43.404      101.98      153.993     128.25      133.25      139.25      153.993     101.98      43.404      2.42        eq25
24X24       20.0        203.683     -139.75     78.427      139.75      78.427      -144.0      -136.5      43.901      105.333     136.5       144.0       105.333     43.901      -146.25     -140.75     -135.25     35.221      68.976      111.846     135.25      140.75      146.25      111.846     68.976      35.221      2.144       eq25
24X24       25.0        152.539     -146.75     56.643      146.75      56.643      -150.0      -143.5      37.456      76.328      143.5       150.0       76.328      37.456      -153.25     -145.75     -142.25     27.769      63.269      81.453      142.25      145.75      181.75      81.453      63.269      15.341      1.783       eq25
24X24       28.5        125.374     -151.25     46.665      151.25      46.665      -155.0      -147.5      29.705      63.988      147.5       155.0       63.988      29.705      -157.25     -150.75     -145.25     24.302      49.302      69.947      145.25      150.75      181.25      69.947      49.302      14.426      1.539       eq25
