FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        257.78      -82.25      115.945     82.25       115.945     -86.0       -79.5       58.548      159.16      79.5        86.0        159.16      58.548      -86.25      -85.75      -79.25      56.183      61.522      161.985     79.25       85.75       86.25       161.985     61.522      56.183      2.099       eq25
15X15       20.0        190.6       -86.75      82.078      86.75       82.078      -90.5       -83.0       44.047      121.6       83.0        90.5        121.6       44.047      -91.75      -88.25      -33.75      37.332      64.562      180.255     33.75       88.25       91.75       180.255     64.562      37.332      1.854       eq25
15X15       25.0        141.66      -89.75      70.561      89.75       70.561      -94.5       -87.0       35.13       89.759      87.0        94.5        89.759      35.13       -94.75      -94.25      -86.75      34.047      36.589      90.896      86.75       94.25       94.75       90.896      36.589      34.047      1.596       eq25
15X15       28.5        116.04      -93.75      49.507      93.75       49.507      -97.5       -90.0       28.547      72.021      90.0        97.5        72.021      28.547      -97.75      -97.25      -89.75      27.754      29.617      73.013      89.75       97.25       97.75       73.013      29.617      27.754      1.344       eq25
20X20       2.0         /
20X20       5.5         458.03      -99.75      182.08      99.75       182.08      -103.5      -96.0       75.292      284.2       96.0        103.5       284.2       75.292      -103.75     -96.25      -95.75      71.297      279.3       287.705     95.75       96.25       103.75      287.705     279.3       71.297      2.084       eq25
20X20       10.0        356.9       -104.75     142.04      104.75      142.04      -109.0      -100.5      61.929      220.4       100.5       109.0       220.4       61.929      -112.75     -100.75     -43.25      41.305      217.395     325.265     43.25       100.75      112.75      325.265     217.395     41.305      2.381       eq25
20X20       15.0        267.62      -110.75     100.549     110.75      100.549     -113.5      -107.0      62.496      153.33      107.0       113.5       153.33      62.496      -116.75     -113.25     46.25       41.243      65.419      242.945     -46.25      113.25      116.75      242.945     65.419      41.243      2.307       eq25
20X20       20.0        200.21      -115.75     81.777      115.75      81.777      -118.5      -112.0      53.857      116.01      112.0       118.5       116.01      53.857      -118.75     -118.25     -64.25      51.937      56.155      170.435     64.25       118.25      118.75      170.435     56.155      51.937      2.077       eq25
20X20       25.0        149.39      -121.75     57.638      121.75      57.638      -125.5      -119.0      34.353      77.68       119.0       125.5       77.68       34.353      -125.75     -125.25     -118.75     33.475      35.559      79.074      118.75      125.25      125.75      79.074      35.559      33.475      1.73        eq25
20X20       28.5        122.72      -125.75     45.581      125.75      45.581      -128.5      -123.0      31.392      61.722      123.0       128.5       61.722      31.392      -129.75     -128.25     -62.75      27.346      32.48       106.925     62.75       128.25      129.75      106.925     32.48       27.346      1.482       eq25
24X24       2.0         /
24X24       5.5         460.72      -120.25     180.115     120.25      180.115     -124.0      -117.5      79.047      251.26      117.5       124.0       251.26      79.047      -124.25     -123.75     -117.25     74.969      84.506      255.32      117.25      123.75      124.25      255.32      84.506      74.969      2.283       eq25
24X24       10.0        360.25      -126.25     140.815     126.25      140.815     -168.5      -168.0      16.053      17.977      168.0       168.5       17.977      16.053      -168.75     -168.25     -167.75     16.024      17.015      18.064      167.75      168.25      168.75      18.064      17.015      16.024      2.516       eq25
24X24       15.0        270.95      -133.25     102.053     133.25      102.053     -137.0      -130.5      55.781      137.61      130.5       137.0       137.61      55.781      -138.25     -133.25     61.25       47.239      102.053     234.155     -61.25      133.25      138.25      234.155     102.053     47.239      2.422       eq25
24X24       20.0        203.58      -140.25     73.674      140.25      73.674      -143.0      -136.5      49.378      106.15      136.5       143.0       106.15      49.378      -143.25     -142.75     -136.25     47.769      51.32       107.515     136.25      142.75      143.25      107.515     51.32       47.769      2.117       eq25
24X24       25.0        152.6       -146.25     60.005      146.25      60.005      -150.0      -142.5      36.927      81.15       142.5       150.0       81.15       36.927      -149.25     -142.75     -142.25     40.754      80.082      81.898      142.25      142.75      149.25      81.898      80.082      40.754      1.798       eq25
24X24       28.5        125.26      -150.25     52.046      150.25      52.046      -154.0      -147.5      32.958      64.366      147.5       154.0       64.366      32.958      -154.25     -153.75     -41.75      32.035      34.081      118.255     41.75       153.75      154.25      118.255     34.081      32.035      1.567       eq25
