FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
07X07       15.0        225.17      -36.75      111.063     36.75       111.063     -40.0       -33.5       53.405      170.013     33.5        40.0        170.013     53.405      -42.25      -37.25      -30.25      32.573      100.999     197.858     30.25       37.25       42.25       197.858     100.999     32.573      1.127       eq25
07X07       20.0        162.65      -38.25      85.573      38.25       85.573      -42.0       -34.5       39.236      129.172     34.5        42.0        129.172     39.236      -44.75      -38.75      -33.25      23.658      78.529      137.172     33.25       38.75       44.75       137.172     78.529      23.658      1.028       eq25
07X07       25.0        118.05      -40.25      60.773      40.25       60.773      -44.5       -37.0       26.12       88.788      37.0        44.5        88.788      26.12       -46.75      -39.75      -34.75      18.145      65.672      99.857      34.75       39.75       46.75       99.857      65.672      18.145      0.897       lt25
07X07       28.5        96.188      -41.75      47.439      41.75       47.439      -45.5       -38.0       22.994      73.194      38.0        45.5        73.194      22.994      -48.25      -42.25      -36.75      15.036      43.56       78.44       36.75       42.25       48.25       78.44       43.56       15.036      0.832       lt25
10X10       2.0         447.29      -47.75      208.138     47.75       208.138     -51.5       -44.5       64.31       336.28      44.5        51.5        336.28      64.31       -52.75      -48.25      -43.25      42.393      184.911     363.018     43.25       48.25       52.75       363.018     184.911     42.393      0.909       eq25
10X10       5.5         403.46      -49.75      182.328     49.75       182.328     -53.5       -46.5       66.331      291.283     46.5        53.5        291.283     66.331      -54.75      -49.75      -45.25      47.934      182.328     316.324     45.25       49.75       54.75       316.324     182.328     47.934      1.309       eq25
10X10       10.0        308.066     -52.25      140.467     52.25       140.467     -56.0       -49.0       58.562      217.796     49.0        56.0        217.796     58.562      -57.25      -52.75      -47.75      45.077      127.296     236.291     47.75       52.75       57.25       236.291     127.296     45.077      1.532       eq25
10X10       15.0        240.19      -54.75      118.033     54.75       118.033     -59.0       -52.0       50.146      165.181     52.0        59.0        165.181     50.146      -60.25      -55.25      -48.75      40.248      108.524     194.132     48.75       55.25       61.75       194.132     108.524     33.456      1.622       eq25
10X10       20.0        174.89      -57.75      83.014      57.75       83.014      -61.5       -54.0       41.3        125.886     54.0        61.5        125.886     41.3        -63.75      -56.75      -52.75      29.571      96.168      134.22      52.75       56.75       63.75       134.22      96.168      29.571      1.431       eq25
10X10       25.0        129.27      -60.25      63.954      60.25       63.954      -64.0       -56.5       33.53       93.219      56.5        64.0        93.219      33.53       -66.25      -60.25      -48.25      24.195      63.954      111.483     48.25       60.25       66.25       111.483     63.954      24.195      1.208       eq25
10X10       28.5        105.11      -62.25      50.66       62.25       50.66       -66.0       -59.5       27.036      69.429      59.5        66.0        69.429      27.036      -68.75      -61.25      -10.25      18.96       57.982      104.22      10.25       61.25       68.75       104.22      57.982      18.96       1.034       eq25
15X15       2.0         455.954     -71.75      197.614     71.75       197.614     -75.5       -68.5       65.779      311.373     68.5        75.5        311.373     65.779      -76.75      -73.25      -67.25      45.111      136.179     334.448     67.25       73.25       76.75       334.448     136.179     45.111      1.248       eq25
15X15       5.5         416.274     -74.75      171.094     74.75       171.094     -78.5       -71.5       66.555      269.871     71.5        78.5        269.871     66.555      -79.75      -73.75      -69.25      50.111      204.964     305.092     69.25       73.75       79.75       305.092     204.964     50.111      1.704       eq25
15X15       10.0        322.119     -78.25      139.225     78.25       139.225     -82.0       -75.0       63.278      207.214     75.0        82.0        207.214     63.278      -84.25      -78.75      -72.75      43.43       127.249     231.593     72.75       78.75       84.25       231.593     127.249     43.43       1.99        eq25
15X15       15.0        256.78      -82.75      108.827     82.75       108.827     -86.5       -79.0       55.153      165.206     79.0        86.5        165.206     55.153      -87.75      -82.25      -77.25      45.744      117.392     179.801     77.25       82.25       87.75       179.801     117.392     45.744      2.081       eq25
15X15       20.0        189.73      -86.75      82.78       86.75       82.78       -91.0       -83.0       41.639      121.422     83.0        91.0        121.422     41.639      -92.25      -88.25      -81.75      35.862      65.499      129.09      81.75       88.25       92.25       129.09      65.499      35.862      1.858       eq25
15X15       25.0        140.93      -90.75      62.712      90.75       62.712      -95.5       -87.5       31.284      86.911      87.5        95.5        86.911      31.284      -96.75      -88.75      -83.75      27.593      78.633      100.736     83.75       88.75       96.75       100.736     78.633      27.593      1.566       eq25
15X15       28.5        114.964     -94.25      46.53       94.25       46.53       -96.5       -90.0       33.193      71.876      90.0        96.5        71.876      33.193      -104.25     -94.75      -0.75       18.48       43.27       115.041     0.75        94.75       104.25      115.041     43.27       18.48       1.338       eq25
20X20       2.0         460.1       -96.25      172.581     96.25       172.581     -99.5       -93.5       68.674      266.671     93.5        99.5        266.671     68.674      -100.75     -94.75      -91.25      47.842      227.614     308.184     91.25       94.75       100.75      308.184     227.614     47.842      1.462       eq25
20X20       5.5         436.17      -99.75      170.468     99.75       170.468     -103.0      -96.5       80.279      259.19      96.5        103.0       259.19      80.279      -105.25     -99.25      -94.25      49.733      186.095     289.341     94.25       99.25       105.25      289.341     186.095     49.733      2.014       eq25
20X20       10.0        340.01      -104.75     133.199     104.75      133.199     -109.0      -101.0      58.109      202.938     101.0       109.0       202.938     58.109      -110.25     -105.75     -99.75      48.421      111.447     215.516     99.75       105.75      110.25      215.516     111.447     48.421      2.272       eq25
20X20       15.0        265.48      -110.25     108.804     110.25      108.804     -114.5      -106.5      54.122      156.74      106.5       114.5       156.74      54.122      -116.25     -109.75     -105.25     43.59       116.422     165.631     105.25      109.75      116.25      165.631     116.422     43.59       2.336       eq25
20X20       20.0        198.3       -115.75     81.778      115.75      81.778      -119.5      -112.5      46.998      111.804     112.5       119.5       111.804     46.998      -120.75     -115.75     -107.25     40.131      81.778      130.994     109.75      115.75      120.75      125.15      81.778      40.131      2.081       eq25
20X20       25.0        148.15      -121.25     61.193      121.25      61.193      -124.5      -118.5      39.466      79.853      118.5       124.5       79.853      39.466      -127.25     -119.75     24.25       29.216      72.014      144.47      -24.25      119.75      127.25      144.47      72.014      29.216      1.748       eq25
20X20       28.5        121.47      -124.75     51.071      124.75      51.071      -128.5      -120.5      31.474      71.145      120.5       128.5       71.145      31.474      -133.25     -123.75     -46.75      21.557      56.873      112.26      46.75       123.75      133.25      112.26      56.873      21.557      1.573       lt25
24X24       2.0         464.968     -116.25     166.361     116.25      166.361     -119.5      -112.5      68.938      271.579     112.5       119.5       271.579     68.938      -121.75     -115.75     -111.25     39.306      183.626     287.501     111.25      115.75      121.75      287.501     183.626     39.306      1.621       eq25
24X24       5.5         440.316     -120.75     156.446     120.75      156.446     -124.5      -117.0      66.926      247.036     117.0       124.5       247.036     66.926      -125.75     -120.25     -115.75     52.399      170.801     262.682     115.75      120.25      125.75      262.682     170.801     52.399      2.151       eq25
24X24       10.0        344.996     -126.25     133.404     126.25      133.404     -130.5      -123.0      61.087      187.981     123.0       130.0       187.981     67.012      -132.25     -125.25     -121.75     47.378      152.942     199.721     121.75      125.25      132.25      199.721     152.942     47.378      2.402       eq25
24X24       15.0        271.1       -133.75     97.428      133.75      97.428      -137.5      -130.0      54.043      143.083     130.0       137.0       143.083     58.228      -140.25     -134.25     -127.75     40.498      90.547      157.466     127.75      134.25      140.25      157.466     90.547      40.498      2.444       eq25
24X24       20.0        202.74      -140.25     75.097      140.25      75.097      -144.0      -137.0      44.451      102.956     137.0       144.0       102.956     44.451      -147.25     -140.75     -134.25     33.196      70.344      116.019     134.25      140.75      158.75      116.019     70.344      24.507      2.451       lt25
24X24       25.0        /
24X24       28.5        124.62      -151.75     44.261      151.75      44.261      -156.0      -147.0      26.832      65.703      147.0       156.0       65.703      26.832      -161.75     -152.75     -51.75      20.236      39.155      114.391     51.75       152.75      159.25      114.391     39.155      21.898      1.529       eq25
