FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        270.359     -82.25      115.325     82.25       115.325     -85.5       -78.5       62.513      176.132     78.5        85.5        176.132     62.513      -87.75      -83.25      -76.75      44.024      96.995      191.138     76.75       83.25       87.75       191.138     96.995      44.024      2.169       eq25
15X15       20.0        199.995     -86.25      87.234      86.25       87.234      -89.5       -82.5       50.31       129.207     82.5        89.5        129.207     50.31       -91.75      -87.25      -80.75      36.662      74.557      139.774     80.75       87.25       91.75       139.774     74.557      36.662      1.94        eq25
15X15       25.0        149.454     -90.25      66.416      90.25       66.416      -94.5       -86.5       34.396      95.909      86.5        94.5        95.909      34.396      -95.75      -91.25      -84.75      29.738      57.369      103.498     84.75       91.25       95.75       103.498     57.369      29.738      1.642       eq25
15X15       28.5        121.447     -92.25      59.934      92.25       59.934      -96.5       -89.5       32.327      76.778      89.5        96.5        76.778      32.327      -97.75      -91.75      -85.75      27.467      63.472      87.477      85.75       91.75       97.75       87.477      63.472      27.467      1.423       eq25
20X20       2.0         483.94      -95.75      195.855     95.75       195.855     -99.5       -92.5       68.652      302.869     92.5        99.5        302.869     68.652      -100.75     -94.75      -91.25      48.069      234.761     323.757     91.25       94.75       100.75      323.757     234.761     48.069      1.529       eq25
20X20       5.5         481.004     -99.25      192.867     99.25       192.867     -103.0      -96.5       79.457      279.586     96.5        103.0       279.586     79.457      -104.75     -98.25      -94.75      54.271      227.396     311.981     94.75       98.25       104.75      311.981     227.396     54.271      2.198       eq25
20X20       10.0        373.447     -104.25     149.679     104.25      149.679     -108.0      -101.0      70.461      218.916     101.0       108.0       218.916     70.461      -109.75     -103.75     -98.75      52.631      161.898     243.362     98.75       103.75      109.75      243.362     161.898     52.631      2.474       eq25
20X20       15.0        280.046     -109.75     112.507     109.75      112.507     -113.5      -106.5      58.755      160.639     106.5       113.5       160.639     58.755      -115.75     -110.75     -104.75     43.94       95.962      175.612     104.75      110.75      115.75      175.612     95.962      43.94       2.428       eq25
20X20       20.0        208.804     -115.25     84.453      115.25      84.453      -119.0      -112.0      47.173      117.663     112.0       119.0       117.663     47.173      -120.25     -115.25     -107.25     40.282      84.453      137.617     107.25      115.25      120.25      137.617     84.453      40.282      2.159       eq25
20X20       25.0        156.455     -120.75     63.251      120.75      63.251      -124.0      -117.5      39.846      86.934      117.5       124.0       86.934      39.846      -126.75     -120.75     -113.75     29.66       63.251      100.028     113.75      120.75      147.75      100.028     63.251      17.816      1.817       eq25
20X20       28.5        128.233     -124.25     52.703      124.25      52.703      -128.5      -120.5      29.833      73.315      120.5       128.5       73.315      29.833      -129.25     -125.25     -117.25     27.573      46.325      81.485      117.25      125.25      147.75      81.485      46.325      16.358      1.636       lt25
24X24       2.0         /
24X24       5.5         486.534     -120.25     177.95      120.25      177.95      -124.0      -117.0      74.996      268.295     117.0       124.0       268.295     74.996      -126.25     -120.75     -114.75     49.233      161.778     299.091     114.75      120.75      126.25      299.091     161.778     49.233      2.34        eq25
24X24       10.0        379.851     -126.25     139.072     126.25      139.072     -130.0      -122.5      67.453      210.464     122.5       130.0       210.464     67.453      -131.25     -127.25     -120.75     55.086      116.801     226.579     120.75      127.25      131.25      226.579     116.801     55.086      2.605       eq25
24X24       15.0        286.916     -132.75     107.779     132.75      107.779     -136.5      -129.5      58.196      151.493     129.5       136.5       151.493     58.196      -138.25     -133.25     -127.75     46.402      100.12      164.826     127.75      133.25      138.25      164.826     100.12      46.402      2.535       eq25
24X24       20.0        214.969     -139.25     83.129      139.25      83.129      -143.5      -136.0      44.974      112.76      136.0       143.5       112.76      44.974      -144.75     -139.25     -134.75     39.168      83.129      119.807     134.75      139.25      158.75      119.807     83.129      25.464      2.546       lt25
24X24       25.0        161.596     -146.25     59.827      146.25      59.827      -150.5      -142.5      34.223      84.206      142.5       150.5       84.206      34.223      -151.75     -147.25     -139.75     30.544      52.468      93.084      139.75      147.25      151.75      93.084      52.468      30.544      1.88        eq25
24X24       28.5        132.588     -150.75     48.126      150.75      48.126      -154.5      -146.5      29.902      69.637      146.5       154.5       69.637      29.902      -155.75     -152.25     -143.75     26.568      39.665      76.24       143.75      152.25      155.75      76.24       39.665      26.568      1.619       eq25
