FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        270.34      -82.05      119.047     82.05       119.047     -85.65      -78.35      60.037      178.601     78.35       85.65       178.601     60.037      -88.35      -82.05      -75.65      41.015      119.047     197.213     75.65       82.05       88.35       197.213     119.047     41.015      2.192       eq25
15X15       20.0        199.97      -86.05      89.881      86.05       89.881      -89.85      -82.25      46.926      131.62      82.25       89.85       131.62      46.926      -92.65      -86.05      -79.45      33.481      89.881      145.04      79.45       86.05       92.65       145.04      89.881      33.481      1.413       lt25
15X15       25.0        149.47      -90.15      67.365      90.15       67.365      -94.05      -86.25      36.222      97.605      86.25       94.05       97.605      36.222      -96.85      -90.15      -83.35      26.993      67.365      107.394     83.35       90.15       96.85       107.394     67.365      26.993      1.327       lt25
15X15       28.5        121.38      -92.95      54.701      92.95       54.701      -96.85      -88.95      30.404      79.477      88.95       96.85       79.477      30.404      -99.75      -92.95      -86.05      22.901      54.701      87.184      86.05       92.95       99.75       87.184      54.701      22.901      1.403       eq25
20X20       2.0         483.99      -95.95      187.727     95.95       187.727     -99.05      -92.85      77.018      296.799     92.85       99.05       296.799     77.018      -101.35     -95.95      -90.55      40.705      187.727     332.369     90.55       95.95       101.35      332.369     187.727     40.705      1.528       eq25
20X20       5.5         480.99      -99.35      189.266     99.35       189.266     -102.75     -96.05      83.12       291.488     96.05       102.75      291.488     83.12       -105.25     -99.35      -93.55      49.224      189.266     325.56      93.55       99.35       105.25      325.56      189.266     49.224      2.203       eq25
20X20       10.0        373.43      -104.35     147.133     104.35      147.133     -107.85     -100.75     71.428      223.675     100.75      107.85      223.675     71.428      -110.35     -104.35     -98.25      48.442      147.133     246.955     98.25       104.35      110.35      246.955     147.133     48.442      2.476       eq25
20X20       15.0        280.02      -109.75     112.52      109.75      112.52      -113.35     -106.05     59.58       166.089     106.05      113.35      166.089     59.58       -116.05     -109.75     -103.35     42.438      112.52      183.063     103.35      109.75      116.05      183.063     112.52      42.438      2.438       eq25
20X20       20.0        208.82      -115.15     85.626      115.15      85.626      -118.95     -111.35     46.936      122.811     111.35      118.95      122.811     46.936      -121.75     -115.15     -108.55     35.112      85.626      134.947     108.55      115.15      121.75      134.947     85.626      35.112      2.169       eq25
20X20       25.0        156.45      -120.65     64.071      120.65      64.071      -124.55     -116.65     36.716      91.557      116.65      124.55      91.557      36.716      -127.45     -120.65     -113.75     28.199      64.071      100.172     113.75      120.65      127.45      100.171     64.071      28.199      1.825       eq25
20X20       28.5        128.23      -124.25     52.7        124.25      52.7        -128.25     -120.25     30.455      74.458      120.25      128.25      74.459      30.455      -131.15     -124.25     -117.25     23.774      52.7        81.579      117.25      124.25      131.15      81.578      52.7        23.775      1.618       lt25
24X24       2.0         /
24X24       5.5         486.64      -120.25     178.305     120.25      178.305     -123.65     -116.95     80.325      270.9       116.95      123.65      270.9       80.325      -126.15     -120.25     -114.45     49.038      178.305     302.457     114.45      120.25      126.15      302.457     178.305     49.038      2.351       eq25
24X24       10.0        379.93      -126.25     139.085     126.25      139.085     -129.75     -122.75     69.769      208.205     122.75      129.75      208.205     69.769      -132.25     -126.25     -120.15     48.424      139.085     230.474     120.15      126.25      132.25      230.474     139.085     48.425      2.621       eq25
24X24       15.0        286.98      -132.75     107.8       132.75      107.8       -136.45     -129.15     58.004      155.432     129.15      136.45      155.432     58.004      -139.15     -132.75     -126.45     42.589      107.8       171.153     126.45      132.75      139.15      171.153     107.8       42.589      2.546       eq25
24X24       20.0        214.97      -139.45     81.013      139.45      81.013      -143.25     -135.65     46.012      115.452     135.65      143.25      115.452     46.012      -146.05     -139.45     -132.85     35.208      81.013      126.603     132.85      139.45      146.05      126.603     81.013      35.208      2.505       lt25
24X24       25.0        161.62      -146.05     61.291      146.05      61.291      -149.95     -142.15     36.163      86.024      142.15      149.95      86.024      36.163      -152.85     -146.05     -139.25     28.354      61.291      94.151      139.25      146.05      152.85      94.151      61.291      28.354      1.891       eq25
24X24       28.5        132.53      -150.35     50.478      150.35      50.478      -154.35     -146.25     30.209      70.732      146.25      154.35      70.732      30.209      -157.35     -150.35     -143.35     23.722      50.478      76.89       143.35      150.35      157.35      76.89       50.478      23.722      1.639       eq25
