FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
04X04       2.0         451.976     -20.25      213.955     20.25       213.955     -23.5       -17.0       68.49       366.764     17.0        23.5        366.764     68.49       -24.75      -20.25      -15.75      40.6        213.955     399.91      15.75       20.25       24.75       399.91      213.955     40.6        0.374       eq25
04X04       5.5         433.086     -20.75      214.447     20.75       214.447     -24.5       -17.0       66.651      364.862     17.0        24.5        364.862     66.651      -25.75      -23.25      -15.75      42.475      105.853     390.542     15.75       23.25       25.75       390.542     105.853     42.475      0.617       eq25
04X04       10.0        314.672     -21.75      158.715     21.75       158.715     -25.5       -18.0       54.74       263.086     18.0        25.5        263.086     54.74       -26.75      -24.25      -16.75      37.098      82.581      281.406     16.75       24.25       26.75       281.406     82.581      37.098      0.728       eq25
04X04       15.0        222.258     -22.75      115.988     22.75       115.988     -26.5       -19.0       43.666      185.624     19.0        26.5        185.624     43.666      -27.75      -25.25      -17.75      30.524      63.538      198.07      17.75       25.25       27.75       198.07      63.538      30.524      0.704       eq25
04X04       20.0        158.892     -23.75      85.384      23.75       85.384      -27.5       -20.0       34.381      133.0       20.0        27.5        133.0       34.381      -28.75      -26.25      -17.75      24.509      48.722      146.068     17.75       26.25       28.75       146.068     48.722      24.509      0.613       eq25
04X04       25.0        115.044     -25.25      58.013      25.25       58.013      -29.5       -22.0       20.701      89.646      22.0        29.5        89.646      20.701      -29.75      -27.25      -19.75      19.511      37.402      102.156     19.75       27.25       29.75       102.156     37.402      19.511      0.5         eq25
04X04       28.5        93.34       -26.25      45.028      26.25       45.028      -29.5       -22.5       20.957      73.763      22.5        29.5        73.763      20.957      -32.75      -24.75      -20.75      10.463      57.732      81.596      20.75       24.75       32.75       81.596      57.732      10.463      0.428       eq25
07X07       2.0         464.338     -32.25      209.919     32.25       209.919     -35.5       -28.5       70.22       375.72      28.5        35.5        375.72      70.22       -36.75      -32.75      -27.75      43.822      184.101     393.958     27.75       32.75       36.75       393.958     184.101     43.822      0.628       eq25
07X07       5.5         445.1       -33.25      206.571     33.25       206.571     -36.5       -30.0       80.81       339.34      30.0        36.5        339.34      80.81       -37.75      -31.25      -27.75      53.974      294.26      388.114     27.75       31.25       37.75       388.114     294.26      53.974      0.99        eq25
07X07       10.0        329.382     -34.75      159.974     34.75       159.974     -38.5       -31.0       61.145      261.148     31.0        38.5        261.148     61.145      -39.75      -33.25      -29.75      44.265      206.357     279.503     29.75       33.25       39.75       279.503     206.357     44.265      1.193       eq25
