FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        257.872     -82.25      115.966     82.25       115.966     -86.0       -78.5       59.481      169.348     78.5        86.0        169.348     59.481      -87.25      -82.75      -77.25      48.56       107.264     179.292     77.25       82.75       87.25       179.292     107.264     48.56       2.102       eq25
15X15       20.0        190.676     -86.75      82.102      86.75       82.102      -90.5       -83.0       44.621      121.054     83.0        90.5        121.054     44.621      -92.75      -87.25      -27.75      34.052      76.22       183.318     27.75       87.25       92.75       183.318     76.22       34.052      1.859       eq25
15X15       25.0        141.588     -90.75      62.307      90.75       62.307      -94.5       -88.0       35.607      83.503      88.0        94.5        83.503      35.607      -95.75      -93.25      -85.75      30.446      43.021      94.978      85.75       93.25       95.75       94.978      43.021      30.446      1.562       eq25
15X15       28.5        116.056     -93.75      49.495      93.75       49.495      -97.5       -90.0       28.885      71.697      90.0        97.5        71.697      28.885      -98.75      -94.25      -88.75      25.055      46.204      76.523      88.75       94.25       98.75       76.523      46.204      25.055      1.342       eq25
20X20       2.0         /
20X20       5.5         458.022     -99.75      182.066     99.75       182.066     -103.5      -97.0       77.18       262.528     97.0        103.5       262.528     77.18       -104.75     -99.25      -94.75      58.617      198.318     298.99      94.75       99.25       104.75      298.99      198.318     58.617      2.091       eq25
20X20       10.0        357.108     -104.75     142.041     104.75      142.041     -108.5      -101.5      69.171      206.686     101.5       108.5       206.686     69.171      -110.25     -103.75     -99.25      52.024      164.504     230.32      99.25       103.75      110.25      230.32      164.504     52.024      2.381       eq25
20X20       15.0        267.568     -110.25     108.354     110.25      108.354     -114.5      -107.0      53.809      152.552     107.0       114.5       152.552     53.809      -116.75     -110.25     -104.75     41.571      108.354     168.945     104.75      110.25      116.75      168.945     108.354     41.571      2.331       eq25
20X20       20.0        200.186     -115.75     81.764      115.75      81.764      -119.5      -113.0      46.855      108.43      113.0       119.5       108.43      46.855      -119.75     -117.25     -108.75     45.319      66.067      128.614     108.75      117.25      119.75      128.614     66.067      45.319      2.077       eq25
20X20       25.0        149.382     -121.25     61.442      121.25      61.442      -125.5      -118.0      34.759      82.907      118.0       125.5       82.907      34.759      -126.75     -120.25     -117.75     30.49       68.841      84.073      117.75      120.25      126.75      84.073      68.841      30.491      1.743       eq25
20X20       28.5        122.668     -124.75     51.5        124.75      51.5        -128.5      -122.0      31.676      66.191      122.0       128.5       66.191      31.676      -130.75     -124.25     61.25       25.177      54.446      107.549     -61.25      124.25      130.75      107.549     54.446      25.177      1.504       eq25
24X24       2.0         /
24X24       5.5         460.592     -120.75     165.149     120.75      165.149     -124.0      -117.5      80.888      249.494     117.5       124.0       249.494     80.888      -125.25     -122.75     -116.25     61.798      108.962     268.906     116.25      122.75      125.25      268.906     108.962     61.798      2.254       eq25
24X24       10.0        360.238     -126.75     130.512     126.75      130.512     -130.5      -123.0      65.628      196.394     123.0       130.5       196.394     65.628      -169.75     -167.25     -121.75     15.781      18.018      208.534     121.75      167.25      169.75      208.534     18.018      15.781      2.488       eq25
24X24       15.0        270.938     -133.25     102.0       133.25      102.0       -137.0      -129.5      56.444      146.184     129.5       137.0       146.184     56.444      -139.25     -133.25     -68.75      43.162      102.0       227.108     68.75       133.25      139.25      227.108     102.0       43.162      2.42        eq25
24X24       20.0        203.656     -139.75     78.45       139.75      78.45       -144.0      -136.5      43.626      105.611     136.5       144.0       105.611     43.626      -146.25     -137.75     -135.25     35.064      96.546      112.057     135.25      137.75      146.25      112.057     96.546      35.065      2.143       eq25
24X24       25.0        152.564     -146.25     59.991      146.25      59.991      -150.0      -143.5      37.267      76.523      143.5       150.0       76.523      37.267      -150.25     -147.75     -141.25     36.206      50.007      84.646      141.25      147.75      150.25      84.646      50.007      36.206      1.799       eq25
24X24       28.5        125.34      -150.75     49.324      150.75      49.324      -155.0      -148.5      29.563      60.314      148.5       155.0       60.314      29.563      -155.25     -150.75     -40.75      28.808      49.324      118.401     40.75       150.75      155.25      118.401     49.324      28.808      1.551       eq25
