FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        256.78      -82.25      117.397     82.25       117.397     -86.0       -78.0       60.295      174.592     79.0        86.0        165.196     60.295      -87.25      -83.75      67.75       49.03       92.038      204.649     -67.75      83.75       87.25       204.649     92.038      49.03       2.107       eq25
15X15       20.0        189.73      -86.75      82.78       86.75       82.78       -91.5       -82.5       38.95       124.878     82.5        91.5        124.878     38.95       -91.75      -87.75      26.25       37.856      71.104      183.575     25.75       106.25      91.75       183.803     21.208      37.856      1.861       eq25
15X15       25.0        140.93      -91.25      58.608      90.75       62.712      -96.0       -87.0       29.554      89.667      87.0        94.0        89.667      38.494      -96.25      -109.25     -47.75      28.87       18.016      127.707     -47.25      92.25       111.75      127.935     50.58       17.103      1.551       eq25
15X15       28.5        114.93      -93.75      49.805      94.25       46.521      -97.0       -90.5       30.923      69.508      90.5        97.5        69.508      28.916      -104.75     -95.25      -53.75      18.244      40.136      102.163     -54.25      95.25       104.75      101.935     40.136      18.244      1.35        eq25
20X20       2.0         460.1       -96.25      172.584     96.25       172.584     -99.0       -93.0       80.517      279.19      93.0        99.0        279.19      80.517      -101.25     -94.25      -91.75      42.467      244.268     301.873     91.75       94.25       101.25      301.873     244.268     42.467      1.463       eq25
20X20       5.5         436.17      -99.75      170.468     99.75       170.468     -103.5      -96.0       70.855      268.238     96.0        103.5       268.238     70.855      -104.75     -97.75      -93.75      54.2        230.004     293.265     93.75       97.75       104.75      293.265     230.004     54.2        2.015       eq25
20X20       10.0        340.01      -104.25     144.149     104.75      133.199     -108.5      -100.5      63.678      208.702     101.5       108.5       196.186     63.678      -110.75     -103.75     -100.25     45.78       154.961     211.095     98.75       103.75      110.75      222.23      154.961     45.78       2.301       eq25
20X20       15.0        265.48      -110.75     101.175     110.75      101.175     -114.5      -107.0      54.108      152.108     107.0       114.5       152.108     54.108      -118.75     -109.25     -104.75     36.854      123.859     168.308     104.75      109.25      118.75      168.308     123.859     36.854      2.31        eq25
20X20       20.0        198.3       -115.75     81.76       115.25      87.005      -120.0      -113.0      43.893      108.122     113.0       120.0       108.122     43.893      -126.25     -115.25     44.75       28.802      87.005      182.66      16.75       115.25      126.25      195.77      87.005      28.802      2.08        eq25
20X20       25.0        148.15      -121.75     57.513      121.75      57.513      -125.0      -118.5      36.992      79.873      118.5       123.5       79.873      45.274      -135.25     -135.75     52.25       21.625      21.395      133.752     -88.75      135.75      135.25      114.1       21.395      21.625      1.73        eq25
20X20       28.5        121.47      -124.75     51.071      124.75      51.071      -129.0      -123.0      29.63       60.917      120.0       129.0       72.604      29.63       -130.75     -135.25     -38.75      25.03       20.152      114.79      35.75       135.25      130.75      115.72      20.152      25.03       1.583       lt25
24X24       2.0         464.968     -116.25     166.38      116.25      166.38      -120.0      -113.0      59.391      262.334     113.0       120.0       262.334     59.391      -121.25     -118.75     -111.75     43.349      86.849      282.117     111.75      118.75      121.25      282.117     86.849      43.349      1.621       eq25
24X24       5.5         440.35      -120.75     156.472     120.75      156.472     -124.0      -117.5      75.237      238.452     117.5       124.0       238.452     75.237      -127.75     -122.75     -115.25     41.106      102.114     267.143     115.25      122.75      125.25      267.143     102.114     57.334      2.148       eq25
24X24       10.0        345.03      -126.75     123.412     126.75      123.412     -129.5      -123.5      73.842      181.722     123.5       131.0       181.722     56.079      -132.75     -125.75     -119.25     45.012      143.313     212.178     119.25      125.75      131.75      212.178     143.313     50.359      2.372       eq25
24X24       15.0        271.1       -133.75     97.419      133.75      97.419      -137.5      -129.5      54.033      147.22      130.5       137.5       138.386     54.033      -140.75     -133.75     -128.25     39.246      97.419      155.08      128.25      133.75      137.75      155.08      97.419      52.266      2.455       eq25
24X24       20.0        202.74      -139.75     79.84       139.75      79.84       -144.5      -137.0      41.757      102.953     137.0       144.5       102.953     41.757      -146.75     -141.25     -133.75     34.177      65.658      117.46      133.75      142.25      146.75      117.46      56.87       34.178      2.465       lt25
24X24       25.0        /
24X24       28.5        124.62      -151.75     44.268      150.75      49.476      -155.5      -146.5      28.179      67.146      146.5       155.5       67.146      28.179      -155.75     -162.75     -64.75      27.528      19.763      109.51      -74.25      146.75      155.75      105.79      66.402      27.528      1.525       eq25
