FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        242.942     -83.25      105.493     83.25       105.493     -86.5       -80.0       58.881      152.214     80.0        86.5        152.214     58.881      -88.75      -85.25      -78.75      41.826      74.638      163.779     78.75       85.25       88.75       163.779     74.638      41.826      2.008       eq25
15X15       20.0        179.388     -87.25      79.945      87.25       79.945      -90.5       -84.0       47.328      111.97      84.0        90.5        111.97      47.328      -92.75      -90.25      -82.75      34.81       49.407      119.782     82.75       90.25       92.75       119.782     49.407      34.81       1.792       eq25
15X15       25.0        132.62      -91.25      60.297      91.25       60.297      -95.0       -88.5       34.636      79.812      88.5        95.0        79.812      34.636      -97.25      -93.75      -86.25      26.7        41.856      89.826      86.25       93.75       97.25       89.826      41.856      26.7        1.503       eq25
15X15       28.5        108.264     -93.75      50.615      93.75       50.615      -98.0       -90.5       27.864      67.821      90.5        98.0        67.821      27.864      -99.25      -96.75      -88.25      24.084      33.328      74.497      88.25       96.75       99.25       74.497      33.328      24.084      1.3         eq25
20X20       2.0         436.326     -96.25      169.176     96.25       169.176     -100.0      -93.0       58.761      267.412     93.0        100.0       267.412     58.761      -101.25     -98.75      -91.75      42.106      87.44       287.278     91.75       98.75       101.25      287.278     87.44       42.106      1.417       eq25
20X20       5.5         371.246     -100.25     140.991     100.25      140.991     -104.0      -96.5       58.238      225.732     96.5        104.0       225.732     58.238      -105.25     -100.75     -95.75      45.506      127.56      234.938     95.75       100.75      105.25      234.938     127.56      45.506      1.775       eq25
20X20       10.0        290.86      -105.25     110.998     105.25      110.998     -108.5      -101.5      58.196      171.752     101.5       108.5       171.752     58.196      -109.75     -107.25     -99.25      46.856      75.351      188.275     99.25       107.25      109.75      188.275     75.351      46.856      1.979       eq25
20X20       15.0        250.074     -111.25     100.058     111.25      100.058     -115.5      -108.0      50.056      141.24      108.0       115.5       141.24      50.056      -115.75     -113.25     -105.75     48.432      72.747      156.733     105.75      113.25      115.75      156.733     72.747      48.432      2.229       eq25
20X20       20.0        186.72      -116.75     75.517      116.75      75.517      -120.5      -113.0      43.471      107.236     113.0       120.5       107.236     43.471      -121.75     -117.25     -110.75     37.397      70.612      116.892     110.75      117.25      121.75      116.892     70.612      37.397      1.979       eq25
20X20       25.0        138.822     -122.25     56.416      122.25      56.416      -126.0      -118.5      34.057      78.709      118.5       126.0       78.709      34.057      -127.25     -124.75     -117.25     29.723      40.289      83.145      117.25      124.75      127.25      83.145      40.289      29.723      1.657       eq25
20X20       28.5        113.776     -125.75     47.064      125.75      47.064      -130.0      -122.5      27.446      62.691      122.5       130.0       62.691      27.446      -132.25     -125.75     -119.25     22.582      47.064      70.754      119.25      125.75      132.25      70.754      47.064      22.582      1.426       eq25
24X24       2.0         441.118     -116.25     162.66      116.25      162.66      -120.0      -113.0      59.056      251.264     113.0       120.0       251.264     59.056      -121.25     -118.75     -111.75     42.742      86.439      268.64      111.75      118.75      121.25      268.64      86.439      42.742      1.566       eq25
24X24       5.5         375.152     -121.25     130.72      121.25      130.72      -124.0      -118.0      70.166      201.612     118.0       124.0       201.612     70.166      -126.25     -120.25     -115.75     44.194      155.115     225.602     115.75      120.25      126.25      225.602     155.115     44.194      1.88        eq25
24X24       10.0        295.42      -126.75     112.553     126.75      112.553     -130.5      -123.5      55.727      159.922     123.5       130.5       159.922     55.727      -131.75     -129.25     -122.25     45.514      71.432      169.724     122.25      129.25      131.75      169.724     71.432      45.514      2.077       eq25
24X24       15.0        256.096     -134.75     91.999      134.75      91.999      -138.0      -130.5      54.728      138.622     130.5       138.0       138.622     54.728      -140.75     -136.75     -129.25     39.925      67.099      145.763     129.25      136.75      140.75      145.763     67.099      39.925      2.31        eq25
24X24       20.0        189.974     -141.25     70.166      141.25      70.166      -145.0      -137.5      41.603      99.233      137.5       145.0       99.233      41.603      -148.75     -143.75     -135.25     30.585      49.46       108.313     135.25      143.75      148.75      108.313     49.46       30.585      2.029       eq25
24X24       25.0        /
24X24       28.5        116.632     -152.25     43.984      152.25      43.984      -156.5      -148.0      26.477      61.477      148.0       156.5       61.477      26.477      -157.75     -155.25     -146.75     23.749      30.528      64.238      146.75      155.25      157.75      64.238      30.528      23.749      1.465       eq25
