FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        270.34      -82.0       119.99      82.0        119.99      -85.7       -78.4       59.462      178.094     78.4        85.7        178.094     59.462      -88.4       -82.0       -75.7       40.818      119.99      196.984     75.7        82.0        88.4        196.984     119.99      40.818      2.197       eq25
15X15       20.0        199.97      -86.1       89.23       86.1        89.23       -89.9       -82.3       46.511      131.26      82.3        89.9        131.26      46.511      -92.6       -86.1       -79.5       33.594      89.23       144.91      79.5        86.1        92.6        144.91      89.23       33.594      1.413       lt25
15X15       25.0        149.47      -90.1       67.831      90.1        67.831      -94.0       -86.2       36.466      97.858      86.2        94.0        97.858      36.466      -96.9       -90.1       -83.4       26.906      67.831      107.296     83.4        90.1        96.9        107.296     67.831      26.906      1.653       eq25
15X15       28.5        121.38      -92.9       55.075      92.9        55.075      -96.9       -89.0       30.169      79.282      89.0        96.9        79.282      30.169      -99.8       -92.9       -86.1       22.836      55.075      87.133      86.1        92.9        99.8        87.133      55.075      22.836      1.407       eq25
20X20       2.0         483.99      -96.0       185.68      96.0        185.68      -99.1       -92.9       75.874      295.666     92.9        99.1        295.666     75.874      -101.3      -96.0       -90.6       41.104      185.68      331.928     90.6        96.0        101.3       331.928     185.68      41.104      1.528       eq25
20X20       5.5         480.99      -99.4       187.504     99.4        187.504     -102.7      -96.0       84.231      292.59      96.0        102.7       292.59      84.231      -105.2      -99.4       -93.6       49.561      187.504     325.14      93.6        99.4        105.2       325.14      187.504     49.561      2.203       eq25
20X20       10.0        373.43      -104.3      148.394     104.3       148.394     -107.8      -100.8      72.213      222.932     100.8       107.8       222.932     72.213      -110.4      -104.3      -98.2       48.195      148.394     247.23      98.2        104.3       110.4       247.23      148.394     48.195      2.482       eq25
20X20       15.0        280.02      -109.7      113.368     109.7       113.368     -113.4      -106.1      59.06       165.578     106.1       113.4       165.578     59.06       -116.1      -109.7      -103.4      42.291      113.368     182.882     103.4       109.7       116.1       182.882     113.368     42.291      2.444       eq25
20X20       20.0        208.82      -115.2      85.036      115.2       85.036      -119.0      -111.4      46.558      122.504     111.4       119.0       122.504     46.558      -121.8      -115.2      -108.6      34.997      85.036      134.794     108.6       115.2       121.8       134.794     85.036      34.997      2.169       eq25
20X20       25.0        156.45      -120.6      64.485      120.6       64.485      -124.5      -116.7      36.943      91.328      116.7       124.5       91.328      36.943      -127.4      -120.6      -113.8      28.279      64.485      100.086     113.8       120.6       127.4       100.086     64.485      28.279      1.828       eq25
20X20       28.5        128.23      -124.2      53.024      124.2       53.024      -128.2      -120.2      30.647      74.642      120.2       128.2       74.642      30.647      -131.2      -124.2      -117.3      23.706      53.024      81.516      117.3       124.2       131.2       81.516      53.024      23.706      1.618       lt25
24X24       2.0         /
24X24       5.5         486.64      -120.3      176.616     120.3       176.616     -123.6      -116.9      81.332      271.84      116.9       123.6       271.84      81.332      -126.1      -120.3      -114.5      49.35       176.616     302.17      114.5       120.3       126.1       302.17      176.616     49.35       2.351       eq25
24X24       10.0        379.93      -126.2      140.226     126.2       140.226     -129.7      -122.7      70.485      208.888     122.7       129.7       208.888     70.485      -132.3      -126.2      -120.2      48.18       140.226     230.242     120.2       126.2       132.3       230.242     140.226     48.18       2.626       eq25
24X24       15.0        286.98      -132.8      107.02      132.8       107.02      -136.5      -129.1      57.521      155.888     129.1       136.5       155.888     57.521      -139.1      -132.8      -126.4      42.743      107.02      171.296     126.4       132.8       139.1       171.296     107.02      42.743      2.546       eq25
24X24       20.0        214.97      -139.4      81.557      139.4       81.557      -143.2      -135.6      46.32       115.768     135.6       143.2       115.768     46.32       -146.0      -139.4      -132.8      35.31       81.557      126.734     132.8       139.4       146.0       126.734     81.557      35.31       2.505       lt25
24X24       25.0        161.62      -146.0      61.664      146.0       61.664      -149.9      -142.1      36.398      86.24       142.1       149.9       86.24       36.398      -152.8      -146.0      -139.2      28.427      61.664      94.223      139.2       146.0       152.8       94.223      61.664      28.427      1.894       eq25
24X24       28.5        132.53      -150.3      50.779      150.3       50.779      -154.4      -146.3      30.037      70.568      146.3       154.4       70.568      30.037      -157.3      -150.3      -143.3      23.792      50.779      76.947      143.3       150.3       157.3       76.947      50.779      23.792      1.641       eq25
