FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        256.78      -82.5       113.11      82.5        113.11      -86.3       -78.7       56.282      169.026     78.7        86.3        169.026     56.282      -89.1       -82.5       -75.9       38.95       113.11      186.906     75.9        82.5        89.1        186.906     113.11      38.95       2.098       eq25
15X15       20.0        189.73      -86.6       84.559      86.6        84.559      -90.5       -82.6       44.241      124.692     82.6        90.5        124.692     44.241      -93.4       -86.6       -79.7       32.2        84.559      137.192     79.7        86.6        93.4        137.192     84.559      32.2        1.87        eq25
15X15       25.0        140.93      -90.6       63.944      90.6        63.944      -94.7       -86.5       34.48       92.586      86.5        94.7        92.586      34.48       -97.7       -90.6       -83.6       25.632      63.944      101.068     83.6        90.6        97.7        101.068     63.944      25.632      1.587       eq25
15X15       28.5        114.93      -93.4       52.177      93.4        52.177      -97.5       -89.2       28.734      75.437      89.2        97.5        75.437      28.734      -100.5      -93.4       -86.2       21.436      52.177      82.37       86.2        93.4        100.5       82.37       52.177      21.436      1.368       eq25
20X20       2.0         460.1       -96.1       178.336     96.1        178.336     -99.2       -93.0       73.8        281.58      93.0        99.2        281.58      73.8        -101.5      -96.1       -90.7       39.108      178.336     314.618     90.7        96.1        101.5       314.618     178.336     39.108      1.472       eq25
20X20       5.5         436.17      -99.8       168.86      99.8        168.86      -103.1      -96.4       76.745      262.628     96.4        103.1       262.628     76.745      -105.6      -99.8       -93.9       46.378      168.86      292.804     93.9        99.8        105.6       292.804     168.86      46.378      2.024       eq25
20X20       10.0        340.01      -104.7      134.35      104.7       134.35      -108.2      -101.1      66.715      202.532     101.1       108.2       202.532     66.715      -110.8      -104.7      -98.5       45.09       134.35      224.07      98.5        104.7       110.8       224.07      134.35      45.09       2.282       eq25
20X20       15.0        265.48      -110.4      106.464     110.4       106.464     -114.2      -106.5      56.133      157.35      106.5       114.2       157.35      56.133      -117.0      -110.4      -103.7      40.489      106.464     172.908     103.7       110.4       117.0       172.908     106.464     40.489      2.347       eq25
20X20       20.0        198.3       -115.8      81.345      115.8       81.345      -119.8      -111.8      44.537      116.594     111.8       119.8       116.594     44.537      -122.7      -115.8      -108.9      33.679      81.345      127.726     108.9       115.8       122.7       127.726     81.345      33.679      2.089       eq25
20X20       25.0        148.15      -121.3      60.825      121.3       60.825      -125.4      -117.2      34.967      86.223      117.2       125.4       86.223      34.967      -128.4      -121.3      -114.2      26.87       60.825      94.413      114.2       121.3       128.4       94.413      60.825      26.87       1.748       eq25
20X20       28.5        121.47      -124.9      50.243      124.9       50.243      -129.1      -120.7      29.078      70.763      120.7       129.1       70.763      29.078      -132.2      -124.9      -117.6      22.637      50.243      77.205      117.6       124.9       132.2       77.205      50.243      22.637      1.564       lt25
24X24       2.0         465.0       -116.3      164.614     116.3       164.614     -119.4      -113.2      69.568      259.794     113.2       119.4       259.794     69.568      -121.6      -116.3      -110.9      39.448      164.614     291.608     110.9       116.3       121.6       291.608     164.614     39.448      1.629       eq25
24X24       5.5         440.35      -120.7      157.728     120.7       157.728     -124.0      -117.3      73.47       243.288     117.3       124.0       243.288     73.47       -126.5      -120.7      -114.8      46.035      157.728     271.004     114.8       120.7       126.5       271.004     157.728     46.035      2.167       eq25
24X24       10.0        345.03      -126.6      126.294     126.6       126.294     -130.1      -123.0      64.821      188.79      123.0       130.1       188.79      64.821      -132.8      -126.6      -120.4      44.454      126.294     208.23      120.4       126.6       132.8       208.23      126.294     44.454      2.409       eq25
24X24       15.0        271.1       -133.5      100.91      133.5       100.91      -137.3      -129.6      55.149      147.032     129.6       137.3       147.032     55.149      -140.2      -133.5      -126.8      40.362      100.91      161.174     126.8       133.5       140.2       161.174     100.91      40.362      2.418       eq25
24X24       20.0        202.74      -140.1      76.632      140.1       76.632      -144.1      -136.1      43.617      108.722     136.1       144.1       108.722     43.617      -147.0      -140.1      -133.1      33.48       76.632      119.23      133.1       140.1       147.0       119.23      76.632      33.48       2.418       lt25
24X24       25.0        /
24X24       28.5        124.62      -151.1      47.802      151.1       47.802      -155.4      -146.8      28.272      66.588      146.8       155.4       66.588      28.272      -158.6      -151.1      -143.7      22.227      47.802      72.354      143.7       151.1       158.6       72.354      47.802      22.227      1.534       eq25
