FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        242.91      -83.1       107.928     83.1        107.928     -86.9       -79.3       54.13       159.852     79.3        86.9        159.852     54.13       -89.7       -83.1       -76.5       37.742      107.928     176.45      76.5        83.1        89.7        176.45      107.928     37.742      2.027       eq25
15X15       20.0        179.42      -87.2       80.556      87.2        80.556      -91.2       -83.3       41.924      117.106     83.3        91.2        117.106     41.924      -94.1       -87.2       -80.4       30.715      80.556      128.946     80.4        87.2        94.1        128.946     80.556      30.715      1.313       lt25
15X15       25.0        132.62      -91.3       59.902      91.3        59.902      -95.4       -87.2       32.488      86.632      87.2        95.4        86.632      32.488      -98.3       -91.3       -84.2       24.585      59.902      94.904      84.2        91.3        98.3        94.904      59.902      24.585      1.511       eq25
15X15       28.5        108.28      -94.0       49.074      94.0        49.074      -98.2       -89.8       26.901      70.596      89.8        98.2        70.596      26.901      -101.2      -94.0       -86.7       20.527      49.074      77.283      86.7        94.0        101.2       77.283      49.074      20.527      1.301       eq25
20X20       2.0         436.21      -96.3       167.494     96.3        167.494     -99.4       -93.2       69.469      265.054     93.2        99.4        265.054     69.469      -101.7      -96.3       -90.9       37.42       167.494     296.834     90.9        96.3        101.7       296.834     167.494     37.42       0.812       lt25
20X20       5.5         371.23      -100.1      145.096     100.1       145.096     -103.4      -96.8       65.966      222.456     96.8        103.4       222.456     65.966      -105.8      -100.1      -94.4       41.216      145.096     246.666     94.4        100.1       105.8       246.666     145.096     41.216      1.798       eq25
20X20       10.0        290.86      -105.0      115.88      105.0       115.88      -108.5      -101.6      57.023      171.51      101.6       108.5       171.51      57.023      -111.0      -105.0      -99.0       39.732      115.88      189.71      99.0        105.0       111.0       189.71      115.88      39.732      2.001       eq25
20X20       15.0        250.07      -111.2      100.768     111.2       100.768     -115.0      -107.4      53.422      147.12      107.4       115.0       147.12      53.422      -117.8      -111.2      -104.6      38.86       100.768     161.452     104.6       111.2       117.8       161.452     100.768     38.86       2.244       eq25
20X20       20.0        186.74      -116.7      76.027      116.7       76.027      -120.6      -112.7      42.417      109.314     112.7       120.6       109.314     42.417      -123.5      -116.7      -109.8      32.212      76.027      119.55      109.8       116.7       123.5       119.55      76.027      32.212      1.991       eq25
20X20       25.0        138.81      -122.2      56.789      122.2       56.789      -126.2      -118.1      32.932      80.517      118.1       126.2       80.517      32.932      -129.2      -122.2      -115.1      25.634      56.789      88.146      115.1       122.2       129.2       88.146      56.789      25.634      1.664       eq25
20X20       28.5        113.78      -125.8      46.81       125.8       46.81       -130.0      -121.6      27.211      65.924      121.6       130.0       65.924      27.211      -133.1      -125.8      -118.5      21.422      46.81       71.861      118.5       125.8       133.1       71.861      46.81       21.422      1.431       eq25
24X24       2.0         441.11      -116.4      157.702     116.4       157.702     -119.5      -113.3      67.354      246.926     113.3       119.5       246.926     67.354      -121.8      -116.4      -111.1      37.322      157.702     275.496     111.1       116.4       121.8       275.496     157.702     37.322      1.571       eq25
24X24       5.5         375.16      -121.1      134.336     121.1       134.336     -124.4      -117.8      62.505      205.848     117.8       124.4       205.848     62.505      -126.8      -121.1      -115.4      40.365      134.336     228.316     115.4       121.1       126.8       228.316     134.336     40.365      1.429       lt25
24X24       10.0        295.42      -127.0      108.17      127.0       108.17      -130.4      -123.6      55.734      159.85      123.6       130.4       159.85      55.734      -133.0      -127.0      -121.1      39.173      108.17      175.89      121.1       127.0       133.0       175.89      108.17      39.173      2.074       eq25
24X24       15.0        256.08      -134.5      95.341      134.5       95.341      -138.3      -130.7      51.724      137.744     130.7       138.3       137.744     51.724      -141.1      -134.5      -127.9      38.702      95.341      151.024     127.9       134.5       141.1       151.024     95.341      38.702      2.335       eq25
24X24       20.0        189.95      -141.1      71.559      141.1       71.559      -145.1      -137.1      40.623      101.607     137.1       145.1       101.607     40.623      -147.9      -141.1      -134.2      31.783      71.559      110.916     134.2       141.1       147.9       110.916     71.559      31.783      2.045       eq25
24X24       25.0        /
24X24       28.5        116.64      -152.2      44.235      152.2       44.235      -156.4      -148.0      26.53       61.765      148.0       156.4       61.765      26.53       -159.5      -152.2      -144.9      21.377      44.235      66.915      144.9       152.2       159.5       66.915      44.235      21.377      1.474       eq25
