FS          d_cm        D(0)        p1d1sx      D(p1d1sx)   p1d1dx      D(p1d1dx)   p1d2sx      p2d2sx      D(p1d2sx)   D(p2d2sx)   p1d2dx      p2d2dx      D(p1d2dx)   D(p2d2dx)   p1d3sx      p2d3sx      p3d3sx      D(p1d3sx)   D(p2d3sx)   D(p3d3sx)   p1d3dx      p2d3dx      p3d3dx      D(p1d3dx)   D(p2d3dx)   D(p3d3dx)   D(IP-25)    off25
15X15       15.0        257.78      -82.4       113.254     82.4        113.254     -86.2       -78.6       56.656      168.994     78.6        86.2        168.994     56.656      -88.9       -82.4       -75.8       39.58       113.254     187.144     75.8        82.4        88.9        187.144     113.254     39.58       2.104       eq25
15X15       20.0        190.6       -86.5       85.086      86.5        85.086      -90.4       -82.5       44.799      125.02      82.5        90.4        125.02      44.799      -93.3       -86.5       -79.6       32.296      85.086      137.508     79.6        86.5        93.3        137.508     85.086      32.296      1.874       eq25
15X15       25.0        141.66      -90.6       63.518      90.6        63.518      -94.7       -86.4       34.264      92.484      86.4        94.7        92.484      34.264      -97.7       -90.6       -83.4       25.541      63.518      101.552     83.4        90.6        97.7        101.552     63.518      25.541      1.575       eq25
15X15       28.5        116.04      -93.3       52.558      93.3        52.558      -97.5       -89.1       28.547      75.582      89.1        97.5        75.582      28.547      -100.5      -93.3       -86.0       21.545      52.558      82.922      86.0        93.3        100.5       82.922      52.558      21.545      1.147       lt25
20X20       2.0         /
20X20       5.5         458.03      -99.9       177.052     99.9        177.052     -103.3      -96.4       79.636      276.36      96.4        103.3       276.36      79.636      -105.8      -99.9       -93.9       48.335      177.052     307.308     93.9        99.9        105.8       307.308     177.052     48.335      2.091       eq25
20X20       10.0        356.9       -104.8      140.888     104.8       140.888     -108.4      -101.1      69.56       213.042     101.1       108.4       213.042     69.56       -111.1      -104.8      -98.4       46.696      140.888     235.912     98.4        104.8       111.1       235.912     140.888     46.696      2.391       eq25
20X20       15.0        267.62      -110.3      107.676     110.3       107.676     -114.1      -106.5      56.62       158.02      106.5       114.1       158.02      56.62       -116.9      -110.3      -103.7      40.79       107.676     173.582     103.7       110.3       116.9       173.582     107.676     40.79       2.34        eq25
20X20       20.0        200.21      -115.8      81.231      115.8       81.231      -119.8      -111.8      44.589      117.138     111.8       119.8       117.138     44.589      -122.7      -115.8      -108.9      33.466      81.231      128.36      108.9       115.8       122.7       128.36      81.231      33.466      2.087       eq25
20X20       25.0        149.39      -121.3      61.112      121.3       61.112      -125.4      -117.1      34.835      87.244      117.1       125.4       87.244      34.835      -128.4      -121.3      -114.1      26.896      61.112      95.328      114.1       121.3       128.4       95.328      61.112      26.896      1.748       eq25
20X20       28.5        122.72      -124.9      50.617      124.9       50.617      -129.1      -120.7      29.284      71.303      120.7       129.1       71.303      29.284      -132.2      -124.9      -117.6      22.764      50.617      77.912      117.6       124.9       132.2       77.912      50.617      22.764      1.505       eq25
24X24       2.0         /
24X24       5.5         460.72      -120.7      166.564     120.7       166.564     -124.1      -117.2      77.416      256.132     117.2       124.1       256.132     77.416      -126.7      -120.7      -114.7      48.163      166.564     284.29      114.7       120.7       126.7       284.29      166.564     48.163      2.273       eq25
24X24       10.0        360.25      -126.7      131.448     126.7       131.448     -130.3      -123.0      67.16       197.39      123.0       130.3       197.39      67.16       -133.0      -126.7      -120.3      46.331      131.448     217.874     120.3       126.7       133.0       217.874     131.448     46.331      2.504       eq25
24X24       15.0        270.95      -133.3      101.318     133.3       101.318     -137.1      -129.5      55.001      146.78      129.5       137.1       146.78      55.001      -139.9      -133.3      -126.7      40.712      101.318     160.894     126.7       133.3       139.9       160.894     101.318     40.712      2.431       eq25
24X24       20.0        203.58      -139.9      77.099      139.9       77.099      -143.9      -135.9      43.846      109.368     135.9       143.9       109.368     43.846      -146.9      -139.9      -133.0      33.5        77.099      119.34      133.0       139.9       146.9       119.34      77.099      33.5        2.152       eq25
24X24       25.0        152.6       -146.6      57.618      146.6       57.618      -150.7      -142.4      34.144      81.449      142.4       150.7       81.449      34.144      -153.8      -146.6      -139.4      26.735      57.618      88.759      139.4       146.6       153.8       88.759      57.618      26.735      1.504       lt25
24X24       28.5        125.26      -151.0      47.98       151.0       47.98       -155.3      -146.8      28.47       66.469      146.8       155.3       66.469      28.47       -158.4      -151.0      -143.6      22.643      47.98       72.748      143.6       151.0       158.4       72.748      47.98       22.643      1.551       eq25
